LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,3,3,1,,,,,,,,,,,,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,l,0.36018299078568816,10,568,2,437.73850277857855,,439.2382044158876,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,4,4,0,,,,,,,,,,,,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,l,0.41570766223594546,1,569,2,440.1743152686395,,441.6891011688858,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,5,5,10,,,,,,,,,,,,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,l,1.3843418038450181,1,570,2,443.6064165867865,,445.10895789787173,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,6,6,11,,,,,,,,,,,,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,a,0.7327647833153605,10,580,2,446.36196845490485,,447.8766497927718,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,7,7,9,,,,,,,,,,,,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,a,0.3942312761209905,10,590,2,448.78851819597185,,450.2959572817199,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,8,8,7,,,,,,,,,,,,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,a,0.5066302856430411,10,600,2,451.330384909641,452.83027585875243,452.83027585875243,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,9,9,2,,,,,,,,,,,,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,l,0.3686330998316407,10,610,2,453.7307901359163,455.2327924966812,455.2327924966812,455.73294196184725,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,10,10,3,,,,,,,,,,,,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,455.73294196184725,l,0.47488515637815,10,620,2,456.23383758962154,457.7336594206281,457.7336594206281,458.23383274301887,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,11,11,8,,,,,,,,,,,,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,458.23383274301887,l,0.3924650540575385,1,621,2,458.6534038889222,,460.15306989569217,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,0,12,2,,,,,,,,,,,,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,460.65331269660965,a,0.4494362068362534,1,622,2,461.12081194575876,462.6205462147482,462.6205462147482,463.12063472159207,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,1,13,7,,,,,,,,,,,,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,463.12063472159207,l,0.7146944128908217,1,623,2,463.85733234276995,465.35675340984017,465.35675340984017,465.8568204897456,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,2,14,6,,,,,,,,,,,,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,465.8568204897456,a,0.33047212939709425,10,633,2,466.20932504488155,,467.70752515178174,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,3,15,0,,,,,,,,,,,,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,468.20769119402394,a,0.44388861302286386,10,643,2,468.6756421807222,,470.1769517855719,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,4,16,1,,,,,,,,,,,,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,470.6774814268574,a,0.4823964396491647,10,653,2,471.1781690795906,472.6779767498374,472.6779767498374,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,5,17,10,,,,,,,,,,,,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,473.177942014765,l,0.5134003660641611,1,654,2,473.714598425664,,475.21418903488666,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,6,18,4,,,,,,,,,,,,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,475.71431854274124,l,0.45257364492863417,1,655,2,476.197670110967,477.6981674185954,477.6981674185954,478.19823278067634,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,7,19,5,,,,,,,,,,,,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,478.19823278067634,l,0.36447686003521085,10,665,2,478.59649364463985,,480.0842769476585,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,8,20,8,,,,,,,,,,,,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,480.58446487784386,a,0.3974322169087827,1,666,2,481.0038034506142,,482.5186171159148,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,9,21,9,,,,,,,,,,,,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,483.0184693490155,a,0.3938387669622898,10,676,2,483.45016628084704,,484.93790141958743,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,10,22,3,,,,,,,,,,,,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,485.43787899194285,l,0.37071378994733095,1,677,2,485.8410837017,,487.35544769791886,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,11,23,11,,,,,,,,,,,,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,487.8552070846781,a,0.3264039778150618,1,678,2,488.2065050029196,,489.70784284966066,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,0,24,6,,,,,,,,,,,,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,490.2083346080035,l,0.4947162223979831,1,679,2,490.7258702898398,,492.2256187177263,492.7255939259194,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,1,25,1,,,,,,,,,,,,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,492.7255939259194,l,1.3071953458711505,10,689,2,494.06442355085164,,495.57874769577757,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,2,26,7,,,,,,,,,,,,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,496.0789624969475,l,2.048232756089419,10,699,2,498.14724804461,,499.648640176747,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,3,27,0,,,,,,,,,,,,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,500.14894393784925,l,0.5997402770444751,10,709,2,500.76679683383554,502.2660897290334,502.2660897290334,502.76612247759476,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,4,28,2,,,,,,,,,,,,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,502.76612247759476,a,1.538410452194512,10,719,2,504.33556516468525,505.83589349268004,505.83589349268004,506.33603564091027,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,5,29,3,,,,,,,,,,,,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,506.33603564091027,a,2.1642246819101274,1,720,2,508.5236793109216,,510.0227595549077,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,6,30,9,,,,,,,,,,,,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,510.52294301381335,a,2.0622482202015817,10,730,2,512.6094818897545,,514.1093893349171,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,7,31,4,,,,,,,,,,,,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,514.6096248449758,a,1.429808387067169,1,731,2,516.0631715399213,,517.5773305515759,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,8,32,5,,,,,,,,,,,,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,518.0772257228382,l,0.3811235036700964,10,741,2,518.4806925347075,,519.9799534576014,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,9,33,8,,,,,,,,,,,,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,520.4799935547635,l,0.9702543690800667,10,751,2,521.4815233279951,522.9812147058547,522.9812147058547,523.4809204866178,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,10,34,10,,,,,,,,,,,,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,523.4809204866178,a,2.671477295923978,10,761,2,526.1846490767784,527.6844613016583,527.6844613016583,528.1845410116948,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,11,35,11,,,,,,,,,,,,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,528.1845410116948,a,1.6027166857384145,1,762,2,529.8070779517293,,531.3211885336787,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,0,36,8,,,,,,,,,,,,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,531.821129377,l,0.5426645558327436,1,763,2,532.3895945237018,,533.8904711049981,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,1,37,2,,,,,,,,,,,,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,534.3904913426377,a,0.3346944344229996,10,773,2,534.7597199399024,,536.2748283008114,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,2,38,6,,,,,,,,,,,,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,536.7747720498592,l,0.52800189005211,10,783,2,537.326010979712,538.825638114009,538.825638114009,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,3,39,11,,,,,,,,,,,,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,539.3275716258213,l,0.4156467327848077,10,793,2,539.7623508307151,541.2615758175962,541.2615758175962,541.7618341967463,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,4,40,5,,,,,,,,,,,,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,541.7618341967463,a,0.2884750119410455,1,794,2,542.081816019956,,543.5957771549001,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,5,41,10,,,,,,,,,,,,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,544.0812173229642,l,0.3205670714378357,1,795,2,544.4325768579729,545.9317113296129,545.9317113296129,546.4320243368857,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,6,42,4,,,,,,,,,,,,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,546.4320243368857,a,0.3888846351765096,1,796,2,546.8499733125791,548.3494480429217,548.3494480429217,548.8465368398465,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,7,43,3,,,,,,,,,,,,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,548.8465368398465,l,0.5048561771400273,1,797,2,549.3697213758714,,550.8857663809322,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,,,,,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,551.3856272287667,l,0.3064627731218934,1,798,2,551.720136643853,,553.2196679087356,553.7197767905891,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,9,45,0,,,,,,,,,,,,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,553.7197767905891,a,1.3804780272766948,1,799,2,555.1234994498082,556.6223180256784,556.6223180256784,557.1226870790124,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,10,46,1,,,,,,,,,,,,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,557.1226870790124,l,1.1401536879129708,1,800,2,558.2912807208486,,559.7923212819733,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,11,47,9,,,,,,,,,,,,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,560.2925761709921,a,0.489628987852484,10,810,2,560.812695406843,,562.3262165617198,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,596.7684382027946,,H,146,triangle,0.0019914498552680016,590.7607076247223,592.24815857457,592.24815857457,592.24815857457,595.2513989065774,595.2513989065774,595.2513989065774,0,0,None,0,595.2689441507682,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,601.7051789239049,,U,125,circle,0.005930964834988117,597.7646736949682,599.2545572356321,599.2545572356321,599.2545572356321,,,,1,1,f,0,600.1914754416794,0.9053549701347947,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,606.5755774215795,607.0758204539306,F,181,star,0.0033515491522848606,602.6863234699704,604.1747660106048,604.1747660106048,604.1747660106048,,,,1,0,d,0,605.0760620716028,0.878202335909009,606.5755774215795,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,611.3956978288479,,S,160,hexagon,0.0004381542094051838,607.5714523368515,609.0617961529642,609.0617961529642,609.0617961529642,,,,1,0,f,0,609.8803766029887,0.7962617250159383,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,618.3838112927042,,W,139,hexagon,0.016487739980220795,612.3922232738696,613.8634345126338,613.8634345126338,613.8634345126338,616.8662930959836,616.8662930959836,616.8662930959836,0,0,None,0,616.8832795727067,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,623.3207719898783,,Y,167,circle,0.004514893051236868,619.3797111120075,620.8697031997144,620.8697031997144,620.8697031997144,,,,1,1,f,0,621.806747846771,0.9131628796458244,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,627.9406653526239,,D,174,star,0.017032532952725887,624.3166981670074,625.7899491437711,625.7899491437711,625.7899491437711,,,,1,0,d,0,626.4414795478806,0.6281887092627585,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,632.8443000758998,,B,132,triangle,0.0003202706575393677,628.9367190059274,630.4267747518606,630.4267747518606,630.4267747518606,,,,1,0,d,0,631.3288106387481,0.8747246689163148,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,638.4314450556412,,H,146,triangle,0.016664685215801,633.8401157176122,635.3138037156314,635.3138037156314,635.3138037156314,,,,1,0,d,0,636.9319422617555,1.5899429991841316,638.4314450556412,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,643.2849630475976,643.7929763868451,U,125,circle,0.009439101908355951,639.4304673857987,640.917658126913,640.917658126913,640.917658126913,,,,1,0,f,0,641.784685219638,0.8346359981223941,643.2849630475976,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
